source_file,row_idx,dt_time,target_id,anomaly_family,anomaly_type,change_summary
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,450,034500Z,JBU225,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,1886,154300Z,FDX605,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,1710,141500Z,EJA697,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1780,145000Z,SWA4255,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1012,082600Z,MTN8502,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,232,015600Z,ENY3648,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,625,051230Z,LPE2469,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2275,185730Z,RKJ917,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1995,163730Z,DAL467,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,400,032000Z,N59DB,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2732,224600Z,UCA4865,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,83,004130Z,DAL140,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1896,154800Z,FFL808,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1377,112830Z,FFT2925,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1188,095400Z,DAL822,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1689,140430Z,DAL687,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,317,023830Z,SWA1623,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,1623,133130Z,SWA430,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2487,204330Z,AAL749,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1754,143700Z,AAL2365,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2516,205800Z,AAL3133,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2467,203330Z,CXK558,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,986,081300Z,ENY3838,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,109,005430Z,DAL2404,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,464,035200Z,MTN7505,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2233,183630Z,N736ZB,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2621,215030Z,PDT5951,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2701,223030Z,ENY3939,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,2397,195830Z,None,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,276,021800Z,ENY3973,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1788,145400Z,N7CS,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1880,154000Z,N8272V,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,37,001830Z,UAL2263,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2285,190230Z,UAL1567,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,631,051530Z,AVA205,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,286,022300Z,SKW5503,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,609,050430Z,DAL3005,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2703,223130Z,JBU969,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,999,081930Z,FDX1073,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1308,105400Z,N41858,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1799,145930Z,None,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1607,132330Z,FFT2025,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1742,143100Z,N2872Q,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,113,005630Z,LBQ782,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,2057,170830Z,RPA4525,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,23,001130Z,THY77J,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2529,210430Z,N38752,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1380,113000Z,UAL2631,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1741,143030Z,DAL2320,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1239,101930Z,GJS4618,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,315,023730Z,RPA4577,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2089,172430Z,DAL1317,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,184,013200Z,UAL1474,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1561,130030Z,VJA307,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,473,035630Z,FDX1040,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,330,024500Z,SKW3907,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1553,125630Z,DAL1728,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,316,023800Z,RPA4577,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,52,002600Z,MXY179,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2756,225800Z,RLI971,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1913,155630Z,AAY1244,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,166,012300Z,MXY117,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1699,140930Z,NGF2597,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,375,030730Z,SWA1911,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,199,013930Z,SWA1257,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1945,161230Z,N867CB,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2524,210200Z,N8272V,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1331,110530Z,SKW4468,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,480,040000Z,THY2AY,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1353,111630Z,PDT5958,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,754,061700Z,DAL3005,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2531,210530Z,SKW3839,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,323,024130Z,GXA1656,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1923,160130Z,UCA4373,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1882,154100Z,ENY4208,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,531,042530Z,EDV5407,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,1821,151030Z,MXY808,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1737,142830Z,EDV4972,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,271,021530Z,N717CB,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2733,224630Z,UCA4865,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2477,203830Z,JTZ419,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1532,124600Z,LXJ398,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2029,165430Z,N3744G,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2818,232900Z,UAL1866,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2479,203930Z,RPA3708,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1580,131000Z,SWA1849,Transponder / Emergency,Emergency squawk 7700,Emergency squawk 7700
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1603,132130Z,N41858,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2170,180500Z,N79549,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2442,202100Z,N8RS,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1261,103030Z,UPS1270,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,2232,183600Z,N330KP,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,660,053000Z,N220BL,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,138,010900Z,N7321G,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,197,013830Z,RPA5773,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2441,202030Z,RPA4507,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1582,131100Z,N512WF,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2144,175200Z,None,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2321,192030Z,N930AX,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,212,014600Z,N528BL,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2321,192030Z,VXP1050,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2636,215800Z,None,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2026,165300Z,N9801G,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2026,165300Z,N551FP,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,475,035730Z,MTN7505,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,506,041300Z,CSB421,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,232,015600Z,ENY4054,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2402,200100Z,N562TC,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1489,122430Z,UPS5277,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2272,185600Z,DAL1317,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1811,150530Z,N477XP,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
